Dex	Name	Nom	Form	Type1	Type2	Total	HP	Attack	Defense	SpAtk	SpDef	Speed	Gen	Ether	Psycox	IconUrl	PokeApiIdentifier	Abilities	HiddenAbility	IsFullyEvolved	Category	SmogonTier
855	Polteageist	Polthégeist		Ghost		508	60	65	65	134	114	70	8	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0855.png	polteageist	weak-armor	cursed-body	true	Normal	UUBL
856	Hatenna	Bibichut		Psychic		265	42	30	45	56	53	39	8	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0856.png	hatenna	healer,anticipation	magic-bounce	false	Normal	LC
857	Hattrem	Chapotus		Psychic		370	57	40	65	86	73	49	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0857.png	hattrem	healer,anticipation	magic-bounce	false	Normal	ZU
858	Hatterene	Sorcilence		Psychic	Fairy	510	57	90	95	136	103	29	8	9	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0858.png	hatterene	healer,anticipation	magic-bounce	true	Normal	OU
859	Impidimp	Grimalin		Dark	Fairy	265	45	45	30	55	40	50	8	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0859.png	impidimp	prankster,frisk	pickpocket	false	Normal	LC
860	Morgrem	Fourbelin		Dark	Fairy	370	65	60	45	75	55	70	8	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0860.png	morgrem	prankster,frisk	pickpocket	false	Normal	NFE
861	Grimmsnarl	Angoliath		Dark	Fairy	510	95	120	65	95	75	60	8	2	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0861.png	grimmsnarl	prankster,frisk	pickpocket	true	Normal	PU
862	Obstagoon	Ixon		Dark	Normal	520	93	90	101	60	81	95	8	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0862.png	obstagoon	reckless,guts	defiant	true	Normal	Illegal
863	Perrserker	Berserkatt		Steel		440	70	110	100	50	60	50	8	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0863.png	perrserker	battle-armor,tough-claws	steely-spirit	true	Normal	ZU
864	Cursola	Corayôme		Ghost		510	60	95	50	145	130	30	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0864.png	cursola	weak-armor	perish-body	true	Normal	Illegal
865	Sirfetch'd	Palarticho		Fighting		507	62	135	95	68	82	65	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0865.png	sirfetchd	steadfast	scrappy	true	Normal	Illegal
866	Mr. Rime	M. Glaquette		Ice	Psychic	520	80	85	75	110	100	70	8	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0866.png	mr-rime	tangled-feet,screen-cleaner	ice-body	true	Normal	Illegal
867	Runerigus	Tutétékri		Ground	Ghost	483	58	95	145	50	105	30	8	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0867.png	runerigus	wandering-spirit		true	Normal	Illegal
868	Milcery	Crèmy		Fairy		270	45	40	40	50	61	34	8	1	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0868.png	milcery	sweet-veil	aroma-veil	false	Normal	LC
869	Alcremie	Charmilly		Fairy		495	65	60	75	110	121	64	8	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0869.png	alcremie	sweet-veil	aroma-veil	true	Normal	ZUBL
870	Falinks	Hexadron		Fighting		470	65	100	100	70	60	75	8	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0870.png	falinks	battle-armor	defiant	true	Normal	ZU
871	Pincurchin	Wattapik		Electric		435	48	101	95	91	85	15	8	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0871.png	pincurchin	lightning-rod	electric-surge	true	Normal	ZU
872	Snom	Frissonille		Ice	Bug	185	30	25	35	45	30	20	8	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0872.png	snom	shield-dust	ice-scales	false	Normal	LC
873	Frosmoth	Beldeneige		Ice	Bug	475	70	65	60	125	90	65	8	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0873.png	frosmoth	shield-dust	ice-scales	true	Normal	PU
874	Stonjourner	Dolman		Rock		470	100	125	135	20	20	70	8	2	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0874.png	stonjourner	power-spot		true	Normal	ZU
875	Eiscue	Bekaglaçon	Ice Face	Ice		470	75	80	110	65	90	50	8	1	1	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0875.png	eiscue-ice	ice-face		true	Normal	Unknown
876	Indeedee	Wimessir	Male	Psychic	Normal	475	60	65	55	105	95	95	8	3	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0876.png	indeedee-male	inner-focus,synchronize	psychic-surge	true	Normal	Unknown
876	Indeedee	Wimessir	Female	Psychic	Normal	475	70	55	65	95	105	85	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0876_01.png	indeedee-female	own-tempo,synchronize	psychic-surge	true	Normal	Unknown
877	Morpeko	Morpeko	Full Belly Mode	Electric	Dark	436	58	95	58	70	58	97	8	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0877.png	morpeko-full-belly	hunger-switch		true	Normal	Unknown
878	Cufant	Charibari		Steel		330	72	80	49	40	49	40	8	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0878.png	cufant	sheer-force	heavy-metal	false	Normal	LC
879	Copperajah	Pachyradjah		Steel		500	122	130	69	80	69	30	8	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0879.png	copperajah	sheer-force	heavy-metal	true	Normal	NU
880	Dracozolt	Galvagon		Electric	Dragon	505	90	100	90	80	70	75	8	0	1	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0880.png	dracozolt	volt-absorb,hustle	sand-rush	true	Normal	Illegal
881	Arctozolt	Galvagla		Electric	Ice	505	90	100	90	90	80	55	8	0	1	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0881.png	arctozolt	volt-absorb,static	slush-rush	true	Normal	Illegal
882	Dracovish	Hydragon		Water	Dragon	505	90	90	100	70	80	75	8	0	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0882.png	dracovish	water-absorb,strong-jaw	sand-rush	true	Normal	Illegal
883	Arctovish	Hydragla		Water	Ice	505	90	90	100	80	90	55	8	0	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0883.png	arctovish	water-absorb,ice-body	slush-rush	true	Normal	Illegal
884	Duraludon	Duralugon		Steel	Dragon	535	70	95	115	120	50	85	8	2	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0884.png	duraludon	light-metal,heavy-metal	stalwart	false	Normal	PUBL
885	Dreepy	Fantyrm		Dragon	Ghost	270	28	60	30	40	30	82	8	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0885.png	dreepy	clear-body,infiltrator	cursed-body	false	Normal	LC
886	Drakloak	Dispareptil		Dragon	Ghost	410	68	80	50	60	50	102	8	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0886.png	drakloak	clear-body,infiltrator	cursed-body	false	Normal	NFE
887	Dragapult	Lanssorien		Dragon	Ghost	600	88	120	75	100	75	142	8	9	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0887.png	dragapult	clear-body,infiltrator	cursed-body	true	Normal	OU
888	Zacian	Zacian	Hero of Many Battles	Fairy		660	92	120	115	80	115	138	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0888.png	zacian	intrepid-sword		true	Legendary	Uber
888	Zacian	Zacian	Crowned Sword	Fairy	Steel	700	92	150	115	80	115	148	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0888_01.png	zacian-crowned	intrepid-sword		true	Legendary	Uber
889	Zamazenta	Zamazenta	Hero of Many Battles	Fighting		660	92	120	115	80	115	138	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0889.png	zamazenta	dauntless-shield		true	Legendary	OU
889	Zamazenta	Zamazenta	Crowned Shield	Fighting	Steel	700	92	120	140	80	140	128	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0889_01.png	zamazenta-crowned	dauntless-shield		true	Legendary	Uber
890	Eternatus	Éthernatos		Poison	Dragon	690	140	85	95	145	95	130	8	0	1	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0890.png	eternatus	pressure		true	Legendary	Uber
891	Kubfu	Wushours		Fighting		385	60	90	60	53	50	72	8	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0891.png	kubfu	inner-focus		false	Legendary	NFE
892	Urshifu	Shifours	Single Strike Style	Fighting	Dark	550	100	130	100	63	60	97	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0892.png	urshifu-single-strike	unseen-fist		true	Legendary	Unknown
892	Urshifu	Shifours	Rapid Strike Style	Fighting	Water	550	100	130	100	63	60	97	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0892.png	urshifu-rapid-strike	unseen-fist		true	Legendary	Uber
893	Zarude	Zarude		Dark	Grass	600	105	120	105	70	95	105	8	3	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0893.png	zarude	leaf-guard		true	Mythical	UU
894	Regieleki	Regieleki		Electric		580	80	100	50	100	50	200	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0894.png	regieleki	transistor		true	Legendary	Uber
895	Regidrago	Regidrago		Dragon		580	200	100	50	100	50	80	8	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0895.png	regidrago	dragons-maw		true	Legendary	NUBL
896	Glastrier	Blizzeval		Ice		580	100	145	130	65	110	30	8	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0896.png	glastrier	chilling-neigh		true	Legendary	ZU
897	Spectrier	Spectreval		Ghost		580	100	65	60	145	80	130	8	2	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0897.png	spectrier	grim-neigh		true	Legendary	Uber
898	Calyrex	Sylveroy		Psychic	Grass	500	100	80	80	80	80	80	8	0	0	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0898.png	calyrex	unnerve		true	Legendary	ZU
898	Calyrex	Sylveroy	Ice Rider	Psychic	Ice	680	100	165	150	85	130	50	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0898_01.png	calyrex-ice	as-one-glastrier		true	Legendary	Uber
898	Calyrex	Sylveroy	Shadow Rider	Psychic	Ghost	680	100	85	80	165	100	150	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0898_02.png	calyrex-shadow	as-one-spectrier		true	Legendary	AG
899	Wyrdeer	Cerbyllin		Normal	Psychic	525	103	105	72	105	75	65	8	4	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0899.png	wyrdeer	intimidate,frisk	sap-sipper	true	Normal	ZU
900	Kleavor	Hachécateur		Bug	Rock	500	70	135	95	45	70	85	8	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0900.png	kleavor	swarm,sheer-force	sharpness	true	Normal	RU
901	Ursaluna	Ursaking		Ground	Normal	550	130	140	105	45	80	50	8	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0901.png	ursaluna	guts,bulletproof	unnerve	true	Normal	UUBL
901	Ursaluna	Ursaking	Bloodmoon	Ground	Normal	555	113	70	120	135	65	52	9			https://img.pokemondb.net/sprites/scarlet-violet/normal/ursaluna-bloodmoon.png	ursaluna-bloodmoon	minds-eye		true	Normal	Uber
902	Basculegion	Paragruel	Male	Water	Ghost	530	120	112	65	80	75	78	8	3	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0902.png	basculegion-male	swift-swim,adaptability	mold-breaker	true	Normal	Unknown
902	Basculegion	Paragruel	Female	Water	Ghost	530	120	92	65	100	75	78	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0902_01.png	basculegion-female	swift-swim,adaptability	mold-breaker	true	Normal	Unknown
903	Sneasler	Farfurex		Fighting	Poison	510	80	130	60	40	80	120	8	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0903.png	sneasler	pressure,unburden	poison-touch	true	Normal	Uber
904	Overqwil	Qwilpik		Dark	Poison	510	85	115	95	65	65	85	8	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0904.png	overqwil	poison-point,swift-swim	intimidate	true	Normal	NU
905	Enamorus	Amovénus	Incarnate Forme	Fairy	Flying	580	74	115	70	135	80	106	8	0	0	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0905.png	enamorus-incarnate	cute-charm	contrary	true	Legendary	OU
905	Enamorus	Amovénus	Therian Forme	Fairy	Flying	580	74	115	110	135	100	46	8			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0905_01.png	enamorus-therian	overcoat		true	Legendary	RUBL
906	Sprigatito	Poussacha		Grass		310	40	61	54	45	45	65	9	9	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0906.png	sprigatito	overgrow	protean	false	Normal	LC
907	Floragato	Matourgeon		Grass		410	61	80	63	60	63	83	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0907.png	floragato	overgrow	protean	false	Normal	NFE
908	Meowscarada	Miascarade		Grass	Dark	530	76	110	70	81	70	123	9	8	9	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0908.png	meowscarada	overgrow	protean	true	Normal	UUBL
909	Fuecoco	Chochodile		Fire		310	67	45	59	63	40	36	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0909.png	fuecoco	blaze	unaware	false	Normal	LC
910	Crocalor	Crocogril		Fire		411	81	55	78	90	58	49	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0910.png	crocalor	blaze	unaware	false	Normal	NFE
911	Skeledirge	Flâmigator		Fire	Ghost	530	104	75	100	110	75	66	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0911.png	skeledirge	blaze	unaware	true	Normal	UU
912	Quaxly	Coiffeton		Water		310	55	65	45	50	45	50	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0912.png	quaxly	torrent	moxie	false	Normal	LC
913	Quaxwell	Canarbello		Water		410	70	85	65	65	60	65	9	6	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0913.png	quaxwell	torrent	moxie	false	Normal	NFE
914	Quaquaval	Palmaval		Water	Fighting	530	85	120	80	85	75	85	9	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0914.png	quaquaval	torrent	moxie	true	Normal	UUBL
915	Lechonk	Gourmelet		Normal		254	54	45	40	35	45	35	9	3	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0915.png	lechonk	aroma-veil,gluttony	thick-fat	false	Normal	LC
916	Oinkologne	Fragroin	Male	Normal		489	110	100	75	59	80	65	9	2	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0916.png	oinkologne-male	lingering-aroma,gluttony	thick-fat	true	Normal	Unknown
916	Oinkologne	Fragroin	Female	Normal		489	115	90	70	59	90	65	9			https://projectpokemon.org/images/sprites-models/sv-sprites-home/0916_01.png	oinkologne-female	aroma-veil,gluttony	thick-fat	true	Normal	Unknown
917	Tarountula	Tissenboule		Bug		210	35	41	45	29	40	20	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0917.png	tarountula	insomnia	stakeout	false	Normal	LC
918	Spidops	Filentrappe		Bug		404	60	79	92	52	86	35	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0918.png	spidops	insomnia	stakeout	true	Normal	ZU
919	Nymble	Lilliterelle		Bug		210	33	46	40	21	25	45	9	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0919.png	nymble	swarm	tinted-lens	false	Normal	LC
920	Lokix	Gambex		Bug	Dark	450	71	102	78	52	55	92	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0920.png	lokix	swarm	tinted-lens	true	Normal	UU
921	Pawmi	Pohm		Electric		240	45	50	20	40	25	60	9	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0921.png	pawmi	static,natural-cure	iron-fist	false	Normal	LC
922	Pawmo	Pohmotte		Electric	Fighting	350	60	75	40	50	40	85	9	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0922.png	pawmo	volt-absorb,natural-cure	iron-fist	false	Normal	NFE
923	Pawmot	Pohmarmotte		Electric	Fighting	490	70	115	70	70	60	105	9	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0923.png	pawmot	volt-absorb,natural-cure	iron-fist	true	Normal	PU
924	Tandemaus	Compagnol		Normal		305	50	50	45	40	45	75	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0924.png	tandemaus	run-away,pickup	own-tempo	false	Normal	LC
925	Maushold	Famignol	Family of Four	Normal		470	74	75	70	65	75	111	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0925.png	maushold-family-of-four	friend-guard,cheek-pouch	technician	true	Normal	Unknown
926	Fidough	Pâtachiot		Fairy		312	37	55	70	30	55	65	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0926.png	fidough	own-tempo	klutz	false	Normal	LC
927	Dachsbun	Briochien		Fairy		477	57	80	115	50	80	95	9	4	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0927.png	dachsbun	well-baked-body	aroma-veil	true	Normal	ZU
928	Smoliv	Olivini		Grass	Normal	260	41	35	45	58	51	30	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0928.png	smoliv	early-bird	harvest	false	Normal	LC
929	Dolliv	Olivado		Grass	Normal	354	52	53	60	78	78	33	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0929.png	dolliv	early-bird	harvest	false	Normal	NFE
930	Arboliva	Arboliva		Grass	Normal	510	78	69	90	125	109	39	9	6	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0930.png	arboliva	seed-sower	harvest	true	Normal	ZU
931	Squawkabilly	Tapatoès	Green Plumage	Normal	Flying	417	82	96	51	45	51	92	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0931.png	squawkabilly-green-plumage	intimidate,hustle	guts	true	Normal	Unknown
932	Nacli	Selutin		Rock		280	55	55	75	35	35	25	9	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0932.png	nacli	purifying-salt,sturdy	clear-body	false	Normal	LC
933	Naclstack	Amassel		Rock		355	60	60	100	35	65	35	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0933.png	naclstack	purifying-salt,sturdy	clear-body	false	Normal	NFE
934	Garganacl	Gigansel		Rock		500	100	100	130	45	90	35	9	7	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0934.png	garganacl	purifying-salt,sturdy	clear-body	true	Normal	OU
935	Charcadet	Charbambin		Fire		255	40	50	40	50	40	35	9	8	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0935.png	charcadet	flash-fire	flame-body	false	Normal	LC
936	Armarouge	Carmadura		Fire	Psychic	525	85	60	100	125	80	75	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0936.png	armarouge	flash-fire	weak-armor	true	Normal	RU
937	Ceruledge	Malvalame		Fire	Ghost	525	75	125	80	60	100	85	9	10	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0937.png	ceruledge	flash-fire	weak-armor	true	Normal	OU
938	Tadbulb	Têtampoule		Electric		272	61	31	41	59	35	45	9	1	1	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0938.png	tadbulb	own-tempo,static	damp	false	Normal	LC
939	Bellibolt	Ampibidou		Electric		495	109	64	91	103	83	45	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0939.png	bellibolt	electromorphosis,static	damp	true	Normal	NU
940	Wattrel	Zapétrel		Electric	Flying	280	40	40	35	55	40	70	9	6	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0940.png	wattrel	wind-power,volt-absorb	competitive	false	Normal	LC
941	Kilowattrel	Fulgulairo		Electric	Flying	490	70	70	60	105	60	125	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0941.png	kilowattrel	wind-power,volt-absorb	competitive	true	Normal	NU
942	Maschiff	Grondogue		Dark		340	60	78	60	40	51	51	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0942.png	maschiff	intimidate,run-away	stakeout	false	Normal	LC
943	Mabosstiff	Dogrino		Dark		505	80	120	90	60	70	85	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0943.png	mabosstiff	intimidate,guard-dog	stakeout	true	Normal	ZU
944	Shroodle	Gribouraigne		Poison	Normal	290	40	65	35	40	35	75	9	5	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0944.png	shroodle	unburden,pickpocket	prankster	false	Normal	LC
945	Grafaiai	Tag-Tag		Poison	Normal	485	63	95	65	80	72	110	9	8	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0945.png	grafaiai	unburden,poison-touch	prankster	true	Normal	PU
946	Bramblin	Virovent		Grass	Ghost	275	40	65	30	45	35	60	9	3	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0946.png	bramblin	wind-rider	infiltrator	false	Normal	LC
947	Brambleghast	Virevorreur		Grass	Ghost	480	55	115	70	80	70	90	9	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0947.png	brambleghast	wind-rider	infiltrator	true	Normal	NU
948	Toedscool	Terracool		Ground	Grass	335	40	40	35	50	100	70	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0948.png	toedscool	mycelium-might	mycelium-might	false	Normal	LC
949	Toedscruel	Terracruel		Ground	Grass	515	80	70	65	80	120	100	9	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0949.png	toedscruel	mycelium-might	mycelium-might	true	Normal	ZU
950	Klawf	Craparoi		Rock		450	70	100	115	35	55	75	9	5	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0950.png	klawf	anger-shell,shell-armor	regenerator	true	Normal	ZU
951	Capsakid	Pimito		Grass		304	50	62	40	62	40	50	9	0	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0951.png	capsakid	chlorophyll,insomnia	klutz	false	Normal	LC
952	Scovillain	Scovilain		Grass	Fire	486	65	108	65	108	65	75	9	2	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0952.png	scovillain	chlorophyll,insomnia	moody	true	Normal	ZU
953	Rellor	Léboulérou		Bug		270	41	50	60	31	58	30	9	2	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0953.png	rellor	compound-eyes	shed-skin	false	Normal	LC
954	Rabsca	Bérasca		Bug	Psychic	470	75	50	85	115	100	45	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0954.png	rabsca	synchronize	telepathy	true	Normal	ZU
955	Flittle	Flotillon		Psychic		255	30	35	30	55	30	75	9	4	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0955.png	flittle	anticipation,frisk	speed-boost	false	Normal	NFE
956	Espathra	Cléopsytra		Psychic		481	95	60	60	101	60	105	9	1	2	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0956.png	espathra	opportunist,frisk	speed-boost	true	Normal	Uber
957	Tinkatink	Forgerette		Fairy	Steel	297	50	45	45	35	64	58	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0957.png	tinkatink	mold-breaker,own-tempo	pickpocket	false	Normal	LC
958	Tinkatuff	Forgella		Fairy	Steel	380	65	55	55	45	82	78	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0958.png	tinkatuff	mold-breaker,own-tempo	pickpocket	false	Normal	NFE
959	Tinkaton	Forgelina		Fairy	Steel	506	85	75	77	70	105	94	9	8	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0959.png	tinkaton	mold-breaker,own-tempo	pickpocket	true	Normal	UU
960	Wiglett	Taupikeau		Water		245	10	55	25	35	25	95	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0960.png	wiglett	gooey,rattled	sand-veil	false	Normal	LC
961	Wugtrio	Triopikeau		Water		425	35	100	50	50	70	120	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0961.png	wugtrio	gooey,rattled	sand-veil	true	Normal	ZU
962	Bombirdier	Lestombaile		Flying	Dark	485	70	103	85	60	85	82	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0962.png	bombirdier	big-pecks,keen-eye	rocky-payload	true	Normal	PU
963	Finizen	Dofin		Water		315	70	45	40	45	40	75	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0963.png	finizen	water-veil	water-veil	false	Normal	LC
964	Palafin	Superdofin	Zero Form	Water		457	100	70	72	53	62	100	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0964.png	palafin-zero	zero-to-hero	zero-to-hero	true	Normal	Unknown
965	Varoom	Vrombi		Steel	Poison	300	45	70	63	30	45	47	9	1	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0965.png	varoom	overcoat	slow-start	false	Normal	LC
966	Revavroom	Vrombotor		Steel	Poison	500	80	119	90	54	67	90	9	1	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0966.png	revavroom	overcoat	filter	true	Normal	UU
967	Cyclizar	Motorizard		Dragon	Normal	501	70	95	65	85	65	121	9	3	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0967.png	cyclizar	shed-skin	regenerator	true	Normal	RU
968	Orthworm	Ferdeter		Steel		480	70	85	145	60	55	65	9	3	3	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0968.png	orthworm	earth-eater	sand-veil	true	Normal	ZU
969	Glimmet	Germéclat		Rock	Poison	350	48	35	42	105	60	60	9	5	5	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0969.png	glimmet	toxic-debris	corrosion	false	Normal	LC
970	Glimmora	Floréclat		Rock	Poison	525	83	55	90	130	81	86	9	7	7	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0970.png	glimmora	toxic-debris	corrosion	true	Normal	OU
971	Greavard	Toutombe		Ghost		290	50	61	60	30	55	34	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0971.png	greavard	pickup	fluffy	false	Normal	LC
972	Houndstone	Tomberro		Ghost		488	72	101	100	50	97	68	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0972.png	houndstone	sand-rush	fluffy	true	Normal	PU
973	Flamigo	Flamenroule		Flying	Fighting	500	82	115	74	75	64	90	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0973.png	flamigo	scrappy,tangled-feet	costar	true	Normal	NU
974	Cetoddle	Piétacé		Ice		334	108	68	45	30	40	43	9	7	8	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0974.png	cetoddle	thick-fat,snow-cloak	sheer-force	false	Normal	LC
975	Cetitan	Balbalèze		Ice		521	170	113	65	45	55	73	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0975.png	cetitan	thick-fat,slush-rush	sheer-force	true	Normal	NUBL
976	Veluza	Délestin		Water	Psychic	478	90	102	73	78	65	70	9	3	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0976.png	veluza	mold-breaker	sharpness	true	Normal	ZU
977	Dondozo	Oyacata		Water		530	150	100	115	65	65	35	9	6	6	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0977.png	dondozo	unaware,oblivious	water-veil	true	Normal	OU
978	Tatsugiri	Nigirigon	Curly Form	Dragon	Water	475	68	50	60	120	95	82	9	4	4	https://projectpokemon.org/images/sprites-models/sv-sprites-home/0978.png	tatsugiri-curly	commander	storm-drain	true	Normal	Unknown
